ID,class
682,6
683,0
684,1
685,5
686,0
687,7
688,1
689,5
690,0
691,5
692,0
693,9
694,0
695,7
696,7
697,7
698,1
699,6
700,9
701,6
702,0
703,8
704,2
705,6
706,4
707,5
708,6
709,0
710,8
711,4
712,9
713,0
714,5
715,4
716,9
717,9
718,8
719,6
720,6
721,1
722,9
723,1
724,7
725,0
726,6
727,6
728,5
729,1
730,6
731,6
732,0
733,0
734,1
735,0
736,2
737,3
738,7
739,6
740,7
741,4
742,0
743,8
744,9
745,6
746,8
747,7
748,8
749,4
750,6
751,5
752,6
753,5
754,4
755,9
756,1
757,4
758,4
759,1
760,4
761,5
762,0
763,6
764,1
765,4
766,7
767,8
768,5
769,2
770,1
771,5
772,5
773,4
774,5
775,9
776,2
777,8
778,7
779,6
780,9
781,6
782,0
783,4
784,2
785,7
786,1
787,7
788,7
789,5
790,0
791,4
792,6
793,8
794,1
795,4
796,8
797,4
798,9
799,9
800,7
801,4
802,7
803,4
804,5
805,6
806,5
807,5
808,7
809,6
810,7
811,0
812,7
813,6
814,6
815,7
816,0
817,4
818,8
819,6
820,5
821,9
822,6
823,0
824,4
825,0
826,1
827,5
828,0
829,4
830,7
831,7
832,6
833,7
834,5
835,0
836,7
837,0
838,6
839,3
840,0
841,9
842,6
843,7
844,0
845,1
846,7
847,4
848,4
849,5
850,7
851,5
852,6
853,9
854,0
855,5
856,4
857,4
858,0
859,0
860,4
861,8
862,5
863,6
864,0
865,4
866,5
867,6
868,7
869,0
870,4
871,4
872,0
873,1
874,0
875,8
876,2
877,7
878,8
879,7
880,7
881,2
882,2
883,0
884,0
885,1
886,5
887,0
888,7
889,7
890,6
891,2
892,6
893,6
894,6
895,7
896,6
897,0
898,2
899,8
900,4
901,0
902,4
903,0
904,6
905,1
906,1
907,9
908,6
909,2
910,5
911,2
912,7
913,8
914,7
915,7
916,7
917,1
918,8
919,9
920,1
921,5
922,1
923,3
924,7
925,4
926,8
927,0
928,1
929,8
930,0
931,0
932,8
933,7
934,7
935,5
936,5
937,5
938,9
939,6
940,8
941,9
942,6
943,6
944,8
945,0
946,7
947,2
948,7
949,2
950,5
951,7
952,1
953,6
954,5
955,0
956,8
957,1
958,1
959,9
960,4
961,7
962,9
963,5
964,7
965,0
966,2
967,5
968,5
969,7
970,1
971,4
972,0
973,7
974,4
975,7
976,8
977,5
978,7
979,9
980,2
981,6
982,5
983,6
984,6
985,5
986,6
987,6
988,0
989,7
990,4
991,5
992,6
993,1
994,8
995,5
996,6
997,7
998,9
999,0
1000,4
1001,8
1002,1
1003,2
1004,1
1005,8
1006,4
1007,5
1008,6
1009,5
1010,5
1011,7
1012,7
1013,5
1014,2
1015,0
1016,5
1017,5
1018,7
1019,7
1020,7
1021,7
1022,2
1023,1
1024,6
1025,1
1026,9
1027,5
1028,4
1029,7
1030,4
1031,8
1032,6
1033,7
1034,2
1035,2
1036,6
1037,1
1038,7
1039,9
1040,2
1041,7
1042,5
1043,8
1044,6
1045,0
1046,6
1047,2
1048,2
1049,2
1050,5
1051,0
1052,5
1053,7
1054,4
1055,7
1056,0
1057,8
1058,5
1059,0
1060,1
1061,9
1062,8
1063,4
1064,6
1065,4
1066,7
1067,7
1068,0
1069,2
1070,4
1071,6
1072,7
1073,6
1074,6
1075,8
1076,7
1077,7
1078,5
1079,7
1080,0
1081,5
1082,5
1083,1
1084,7
1085,2
1086,7
1087,4
1088,0
1089,8
1090,0
1091,0
1092,1
1093,0
1094,5
1095,6
1096,0
1097,4
1098,2
1099,7
1100,7
1101,6
1102,6
1103,5
1104,2
1105,0
1106,5
1107,7
1108,8
1109,5
1110,5
1111,1
1112,1
1113,6
1114,1
1115,7
1116,1
1117,8
1118,0
1119,1
1120,1
1121,2
1122,8
1123,9
1124,9
1125,4
1126,6
1127,0
1128,7
1129,0
1130,4
1131,4
1132,6
1133,7
1134,6
1135,1
1136,0
1137,0
1138,6
1139,9
1140,8
1141,9
1142,9
1143,9
1144,6
1145,0
1146,7
1147,1
1148,6
1149,6
1150,4
1151,3
1152,9
1153,8
1154,9
1155,1
1156,6
1157,2
1158,1
1159,4
1160,9
1161,0
1162,6
1163,2
1164,4
1165,0
1166,2
1167,8
1168,0
1169,8
1170,1
1171,6
1172,0
1173,5
1174,1
1175,9
1176,0
1177,4
1178,5
1179,5
1180,9
1181,4
1182,6
1183,7
1184,9
1185,1
1186,1
1187,9
1188,7
1189,6
1190,2
1191,5
1192,8
1193,3
1194,0
1195,0
1196,4
1197,6
1198,4
1199,6
1200,7
1201,6
1202,6
1203,9
1204,0
1205,2
1206,6
1207,0
1208,6
1209,2
1210,7
1211,1
1212,5
1213,4
1214,9
1215,0
1216,3
1217,6
1218,0
1219,5
1220,5
1221,8
1222,3
1223,4
1224,4
1225,8
1226,7
1227,9
1228,1
1229,4
1230,2
1231,8
1232,7
1233,1
1234,1
1235,0
1236,6
1237,4
1238,1
1239,0
1240,4
1241,2
1242,7
1243,9
1244,7
1245,5
1246,7
1247,6
1248,1
1249,1
1250,7
1251,9
1252,9
1253,2
1254,6
1255,4
1256,6
1257,5
1258,6
1259,0
1260,6
1261,0
1262,7
1263,4
1264,0
1265,5
1266,1
1267,5
1268,5
1269,6
1270,8
1271,1
1272,4
1273,0
1274,0
1275,0
1276,8
1277,0
1278,7
1279,6
1280,8
1281,0
1282,6
1283,7
1284,5
1285,6
1286,6
1287,0
1288,5
1289,9
1290,9
1291,4
1292,9
1293,1
1294,7
1295,2
1296,1
1297,4
1298,5
1299,1
1300,2
1301,7
1302,5
1303,3
1304,5
1305,0
1306,9
1307,9
1308,0
1309,1
1310,1
1311,4
1312,7
1313,1
1314,6
1315,5
1316,8
1317,1
1318,7
1319,7
1320,5
1321,2
1322,2
1323,0
1324,9
1325,5
1326,5
1327,1
1328,0
1329,1
1330,5
1331,5
1332,7
1333,6
1334,9
1335,3
1336,9
1337,6
1338,4
1339,4
1340,9
1341,0
1342,4
1343,5
1344,6
1345,1
1346,2
1347,6
1348,3
1349,4
1350,5
1351,6
1352,6
1353,0
1354,0
1355,1
1356,0
1357,1
1358,8
1359,3
1360,7
1361,0
1362,4
1363,6
1364,3
1365,6
1366,5
1367,5
1368,4
1369,0
1370,0
1371,2
1372,0
1373,8
1374,7
1375,7
1376,4
1377,1
1378,6
1379,2
1380,5
1381,4
1382,8
1383,5
1384,7
1385,0
1386,4
1387,5
1388,2
1389,5
1390,0
1391,1
1392,6
1393,6
1394,1
1395,5
1396,5
1397,5
1398,0
1399,4
1400,0
1401,8
1402,6
1403,8
1404,0
1405,9
1406,4
1407,3
1408,5
1409,0
1410,6
1411,1
1412,0
1413,0
1414,0
1415,8
1416,9
1417,5
1418,3
1419,4
1420,8
1421,6
1422,5
1423,7
1424,6
1425,9
1426,6
1427,7
1428,7
1429,7
1430,6
1431,9
1432,7
1433,6
1434,6
1435,8
1436,2
1437,7
1438,5
1439,6
1440,5
1441,6
1442,0
1443,1
1444,4
1445,0
1446,6
1447,7
1448,8
1449,4
1450,7
1451,8
1452,9
1453,7
1454,5
1455,6
1456,2
1457,5
1458,7
1459,6
1460,7
1461,5
1462,6
1463,2
1464,8
1465,8
1466,7
1467,9
1468,6
1469,6
1470,8
1471,7
1472,6
1473,9
1474,4
1475,5
1476,6
1477,5
1478,8
1479,2
1480,0
1481,6
1482,5
1483,7
1484,0
1485,8
1486,0
1487,2
1488,6
1489,4
1490,9
1491,6
1492,5
1493,6
1494,0
1495,2
1496,5
1497,6
1498,6
1499,9
1500,6
1501,8
1502,7
1503,0
1504,5
1505,0
1506,6
1507,8
1508,6
1509,0
1510,6
1511,4
1512,6
1513,5
1514,4
1515,6
1516,2
1517,5
1518,1
1519,7
1520,5
1521,0
1522,8
1523,2
1524,4
1525,0
1526,0
1527,6
1528,6
1529,6
1530,1
1531,7
1532,5
1533,6
1534,4
1535,6
1536,2
1537,1
1538,6
1539,7
1540,3
1541,5
1542,8
1543,0
1544,9
1545,4
1546,7
1547,7
1548,6
1549,0
1550,6
1551,7
1552,2
1553,6
1554,7
1555,9
1556,4
1557,6
1558,1
1559,0
1560,5
1561,5
1562,6
1563,7
1564,5
1565,0
1566,5
1567,7
1568,5
1569,7
1570,2
1571,1
1572,4
1573,7
1574,4
1575,5
1576,6
1577,7
1578,8
1579,0
1580,0
1581,8
1582,9
1583,1
1584,0
1585,6
1586,4
1587,0
1588,5
1589,4
1590,2
1591,2
1592,0
1593,0
1594,1
1595,5
1596,9
1597,1
1598,6
1599,8
1600,1
1601,1
1602,4
1603,7
1604,9
1605,6
1606,2
1607,6
1608,6
1609,9
1610,7
1611,1
1612,6
1613,1
1614,4
1615,7
1616,7
1617,2
1618,9
1619,7
1620,0
1621,1
1622,4
1623,6
1624,6
1625,7
1626,5
1627,8
1628,0
1629,7
1630,7
1631,2
1632,8
1633,1
1634,5
1635,6
1636,1
1637,8
1638,3
1639,6
1640,4
1641,1
1642,4
1643,5
1644,2
1645,6
1646,4
1647,6
1648,5
1649,6
1650,5
1651,7
1652,0
1653,5
1654,4
1655,0
1656,6
1657,1
1658,6
1659,1
1660,7
1661,0
1662,0
1663,8
1664,7
1665,0
1666,9
1667,6
1668,0
1669,6
1670,0
1671,7
1672,0
1673,5
1674,8
1675,6
1676,8
1677,0
1678,7
1679,1
1680,1
1681,5
1682,1
1683,2
1684,7
1685,5
1686,3
1687,7
1688,5
1689,2
1690,5
1691,6
1692,1
1693,6
1694,3
1695,7
1696,7
1697,7
1698,0
1699,6
1700,6
1701,5
1702,6
1703,9
1704,0
1705,4
1706,9
1707,4
1708,8
1709,4
1710,0
1711,8
1712,1
1713,7
1714,1
1715,7
1716,6
1717,5
1718,9
1719,6
1720,4
1721,6
1722,6
1723,7
1724,2
1725,7
1726,6
1727,2
1728,5
1729,9
1730,9
1731,7
1732,4
1733,4
1734,0
1735,5
1736,7
1737,9
1738,5
1739,4
1740,9
1741,7
1742,0
1743,6
1744,2
1745,5
1746,6
1747,4
1748,2
1749,8
1750,5
1751,7
1752,0
1753,2
1754,7
1755,1
1756,5
1757,9
1758,7
1759,6
1760,6
1761,0
1762,6
1763,4
1764,0
1765,8
1766,5
1767,3
1768,1
1769,2
1770,1
1771,6
1772,7
1773,0
1774,9
1775,6
1776,6
1777,8
1778,2
1779,2
1780,6
1781,9
1782,4
1783,6
1784,2
1785,9
1786,6
1787,5
1788,5
1789,6
1790,4
1791,4
1792,6
1793,4
1794,4
1795,4
1796,6
1797,3
1798,4
1799,6
1800,6
1801,7
1802,2
1803,1
1804,7
1805,9
1806,5
1807,2
1808,1
1809,5
1810,7
1811,7
1812,6
1813,6
1814,0
1815,5
1816,4
1817,6
1818,8
1819,8
1820,4
1821,0
1822,4
1823,7
1824,5
1825,7
1826,2
1827,2
1828,5
1829,0
1830,6
1831,5
1832,5
1833,6
1834,4
1835,4
1836,4
1837,4
1838,4
1839,7
1840,0
1841,6
1842,1
1843,0
1844,7
1845,1
1846,6
1847,3
1848,8
1849,8
1850,4
1851,7
1852,6
1853,8
1854,9
1855,0
1856,2
1857,2
1858,9
1859,6
1860,7
1861,4
1862,8
1863,0
1864,7
1865,6
1866,9
1867,9
1868,7
1869,7
1870,7
1871,9
1872,5
1873,2
1874,1
1875,6
1876,7
1877,7
1878,4
1879,6
1880,6
1881,6
1882,0
1883,8
1884,7
1885,5
1886,5
1887,0
1888,1
1889,4
1890,0
1891,8
1892,0
1893,9
1894,9
1895,9
1896,9
1897,7
1898,6
1899,5
1900,6
1901,6
1902,6
1903,5
1904,0
1905,4
1906,6
1907,1
1908,0
1909,2
1910,4
1911,1
1912,4
1913,4
1914,5
1915,7
1916,1
1917,3
1918,5
1919,8
1920,9
1921,0
1922,4
1923,7
1924,9
1925,5
1926,5
1927,8
1928,8
1929,2
1930,0
1931,8
1932,1
1933,1
1934,5
1935,8
1936,4
1937,8
1938,1
1939,8
1940,0
1941,5
1942,2
1943,8
1944,8
1945,0
1946,6
1947,0
1948,4
1949,4
1950,1
1951,3
1952,1
1953,6
1954,4
1955,7
1956,5
1957,5
1958,0
1959,6
1960,2
1961,2
1962,6
1963,5
1964,4
1965,5
1966,8
1967,9
1968,9
1969,5
1970,5
1971,5
1972,9
1973,7
1974,0
1975,9
1976,6
1977,7
1978,5
1979,6
1980,7
1981,3
1982,5
1983,7
1984,6
1985,5
1986,5
1987,6
1988,6
1989,4
1990,7
1991,0
1992,6
1993,4
1994,5
1995,0
1996,5
1997,6
1998,6
1999,6
2000,9
2001,9
2002,2
2003,0
2004,4
2005,0
2006,5
2007,3
2008,1
2009,2
2010,0
2011,8
2012,4
2013,4
2014,6
2015,6
2016,6
2017,9
2018,4
2019,4
2020,1
2021,0
2022,8
2023,0
2024,5
2025,9
2026,7
2027,6
2028,5
2029,3
2030,2
2031,9
2032,5
2033,0
2034,7
2035,0
2036,5
2037,0
2038,6
2039,1
2040,0
2041,1
2042,7
2043,3
2044,8
2045,9
2046,2
2047,6
2048,0
2049,4
2050,8
2051,8
2052,7
2053,1
2054,5
2055,0
2056,0
2057,7
2058,6
2059,7
2060,4
2061,9
2062,9
2063,6
2064,4
2065,4
2066,8
2067,5
2068,0
2069,2
2070,2
2071,1
2072,2
2073,7
2074,6
2075,5
2076,4
2077,4
2078,1
2079,0
2080,6
2081,1
2082,2
2083,6
2084,9
2085,1
2086,5
2087,7
2088,5
2089,5
2090,5
2091,2
2092,0
2093,4
2094,1
2095,6
2096,2
2097,2
2098,5
2099,1
2100,6
2101,8
2102,7
2103,8
2104,5
2105,6
2106,8
2107,7
2108,0
2109,0
2110,3
2111,6
2112,8
2113,8
2114,2
2115,0
2116,8
2117,6
2118,2
2119,7
2120,6
2121,4
2122,8
2123,1
2124,7
2125,4
2126,6
2127,7
2128,1
2129,0
2130,5
2131,0
2132,5
2133,9
2134,6
2135,9
2136,6
2137,9
2138,7
2139,6
2140,2
2141,9
2142,0
2143,7
2144,9
2145,4
2146,6
2147,0
2148,0
2149,6
2150,1
2151,7
2152,3
2153,7
2154,2
2155,1
2156,0
2157,0
2158,7
2159,6
2160,6
2161,0
2162,6
2163,8
2164,6
2165,7
2166,3
2167,8
2168,6
2169,7
2170,6
2171,3
2172,9
2173,8
2174,3
2175,7
2176,7
2177,6
2178,6
2179,9
2180,5
2181,7
2182,6
2183,0
2184,2
2185,1
2186,1
2187,6
2188,4
2189,6
2190,3
2191,6
2192,6
2193,7
2194,1
2195,6
2196,2
2197,2
2198,5
2199,1
2200,6
2201,1
2202,0
2203,5
2204,6
2205,1
2206,1
2207,7
2208,4
2209,8
2210,9
2211,0
2212,0
2213,6
2214,6
2215,8
2216,0
2217,4
2218,4
2219,6
2220,9
2221,5
2222,5
2223,9
2224,4
2225,7
2226,6
2227,7
2228,1
2229,6
2230,0
2231,0
2232,5
2233,0
2234,5
2235,9
2236,4
2237,2
2238,2
2239,8
2240,6
2241,6
2242,0
2243,4
2244,8
2245,2
2246,0
2247,0
2248,8
2249,7
2250,6
2251,8
2252,9
2253,8
2254,9
2255,4
2256,5
2257,5
2258,2
2259,6
2260,2
2261,2
2262,6
2263,6
2264,6
2265,3
2266,8
2267,7
2268,4
2269,4
2270,7
2271,0
2272,6
2273,4
2274,7
2275,4
2276,2
2277,6
2278,0
2279,4
2280,1
2281,5
2282,9
2283,7
2284,1
2285,7
2286,2
2287,6
2288,5
2289,5
2290,9
2291,6
2292,6
2293,9
2294,6
2295,2
2296,9
2297,0
2298,7
2299,6
2300,7
2301,7
2302,9
2303,4
2304,5
2305,5
2306,9
2307,8
2308,5
2309,8
2310,0
2311,5
2312,1
2313,7
2314,8
2315,5
2316,6
2317,7
2318,5
2319,5
2320,9
2321,0
2322,4
2323,2
2324,9
2325,8
2326,0
2327,1
2328,5
2329,1
2330,1
2331,7
2332,5
2333,7
2334,2
2335,0
2336,7
2337,7
2338,4
2339,1
2340,7
2341,6
2342,5
2343,4
2344,9
2345,1
2346,8
2347,1
2348,1
2349,1
2350,6
2351,6
2352,9
2353,5
2354,2
2355,3
2356,1
2357,6
2358,9
2359,5
2360,9
2361,3
2362,1
2363,5
2364,7
2365,4
2366,0
2367,0
2368,0
2369,5
2370,7
2371,6
2372,8
2373,2
2374,7
2375,3
2376,4
2377,7
2378,9
2379,7
2380,7
2381,7
2382,1
2383,5
2384,5
2385,5
2386,1
2387,6
2388,0
2389,0
2390,0
2391,0
2392,6
2393,4
2394,1
2395,0
2396,1
2397,1
2398,7
2399,8
2400,5
2401,7
2402,1
2403,1
2404,1
2405,2
2406,6
2407,6
2408,6
2409,1
2410,7
2411,6
2412,0
2413,6
2414,5
2415,4
2416,0
2417,6
2418,0
2419,6
2420,7
2421,7
2422,8
2423,1
2424,8
2425,6
2426,1
2427,4
2428,6
2429,5
2430,6
2431,7
2432,2
2433,5
2434,6
2435,1
2436,9
2437,5
2438,7
2439,9
2440,1
2441,4
2442,2
2443,7
2444,8
2445,4
2446,4
2447,6
2448,7
2449,2
2450,5
2451,9
2452,5
2453,2
2454,0
2455,6
2456,7
2457,6
2458,7
2459,5
2460,5
2461,0
2462,5
2463,0
2464,7
2465,5
2466,4
2467,4
2468,6
2469,5
2470,1
2471,5
2472,5
2473,7
2474,0
2475,9
2476,3
2477,3
2478,5
2479,6
2480,1
2481,7
2482,7
2483,5
2484,7
2485,9
2486,1
2487,4
2488,2
2489,6
2490,0
2491,7
2492,1
2493,0
2494,6
2495,5
2496,1
2497,7
2498,5
2499,6
2500,7
2501,7
2502,1
2503,2
2504,5
2505,6
2506,4
2507,5
2508,9
2509,2
2510,6
2511,7
2512,5
2513,1
2514,7
2515,8
2516,6
2517,8
2518,5
2519,8
2520,9
2521,9
2522,4
2523,5
2524,1
2525,7
2526,9
2527,4
2528,3
2529,7
2530,0
2531,0
2532,2
2533,6
2534,9
2535,7
2536,2
2537,4
2538,8
2539,0
2540,6
2541,7
2542,0
2543,0
2544,9
2545,7
2546,1
2547,6
2548,6
2549,1
2550,8
2551,9
2552,0
2553,6
2554,8
2555,5
2556,6
2557,5
2558,1
2559,1
2560,8
2561,0
2562,4
2563,4
2564,6
2565,0
2566,2
2567,1
2568,4
2569,6
2570,0
2571,1
2572,7
2573,7
2574,1
2575,7
2576,2
2577,6
2578,4
2579,7
2580,7
2581,0
2582,0
2583,7
2584,6
2585,8
2586,5
2587,0
2588,9
2589,6
2590,0
2591,4
2592,8
2593,1
2594,5
2595,6
2596,1
2597,4
2598,4
2599,2
2600,8
2601,5
2602,7
2603,7
2604,6
2605,7
2606,0
2607,7
2608,1
2609,8
2610,5
2611,4
2612,2
2613,0
2614,6
2615,8
2616,5
2617,0
2618,6
2619,4
2620,6
2621,7
2622,7
2623,4
2624,5
2625,6
2626,7
2627,7
2628,7
2629,8
2630,7
2631,0
2632,7
2633,4
2634,5
2635,1
2636,3
2637,7
2638,1
2639,9
2640,0
2641,8
2642,7
2643,2
2644,7
2645,2
2646,8
2647,9
2648,4
2649,7
2650,0
2651,8
2652,2
2653,0
2654,1
2655,9
2656,6
2657,6
2658,6
2659,6
2660,4
2661,8
2662,1
2663,7
2664,7
2665,5
2666,1
2667,1
2668,6
2669,5
2670,2
2671,9
2672,5
2673,1
2674,1
2675,7
2676,1
2677,6
2678,0
2679,5
2680,6
2681,3
2682,6
2683,1
2684,8
2685,4
2686,9
2687,5
2688,6
2689,6
2690,1
2691,4
2692,7
2693,7
2694,9
2695,7
2696,7
2697,0
2698,6
2699,0
2700,0
2701,5
2702,4
2703,6
2704,0
2705,7
2706,9
2707,0
2708,8
2709,9
2710,1
2711,4
2712,7
2713,7
2714,8
2715,8
2716,6
2717,5
2718,0
2719,6
2720,1
2721,1
2722,2
2723,0
2724,2
2725,1
2726,1
2727,2
2728,7
2729,2
2730,6
2731,1
2732,6
2733,7
2734,0
2735,1
2736,1
2737,9
2738,0
2739,2
2740,5
2741,0
2742,1
2743,4
2744,9
2745,0
2746,1
2747,6
2748,5
2749,4
2750,6
2751,1
2752,7
2753,0
2754,0
2755,1
2756,7
2757,2
2758,9
2759,7
2760,6
2761,2
2762,5
2763,6
2764,9
2765,6
2766,6
2767,7
2768,7
2769,5
2770,6
2771,3
2772,6
2773,7
2774,1
2775,5
2776,0
2777,6
2778,2
2779,4
2780,6
2781,4
2782,7
2783,1
2784,7
2785,6
2786,5
2787,8
2788,9
2789,0
2790,5
2791,3
2792,9
2793,1
2794,2
2795,6
2796,4
2797,6
2798,4
2799,5
2800,5
2801,3
2802,4
2803,0
2804,4
2805,5
2806,6
2807,6
2808,6
2809,4
2810,1
2811,9
2812,8
2813,5
2814,7
2815,4
2816,8
2817,7
2818,9
2819,1
2820,0
2821,1
2822,9
2823,1
2824,7
2825,1
2826,9
2827,9
2828,9
2829,7
2830,4
2831,4
2832,0
2833,0
2834,7
2835,7
2836,8
2837,3
2838,4
2839,5
2840,6
2841,0
2842,5
2843,1
2844,5
2845,4
2846,8
2847,1
2848,7
2849,5
2850,7
2851,7
2852,1
2853,6
2854,0
2855,5
2856,3
2857,6
2858,7
2859,0
2860,4
2861,7
2862,2
2863,2
2864,7
2865,9
2866,7
2867,0
2868,4
2869,8
2870,1
2871,1
2872,6
2873,4
2874,5
2875,5
2876,0
2877,1
2878,0
2879,4
2880,0
2881,4
2882,5
2883,8
2884,4
2885,7
2886,2
2887,5
2888,7
2889,6
2890,0
2891,0
2892,6
2893,6
2894,5
2895,1
2896,2
2897,6
2898,8
2899,7
2900,6
2901,1
2902,5
2903,5
2904,7
2905,0
2906,6
2907,4
2908,6
2909,0
2910,1
2911,5
2912,6
2913,6
2914,0
2915,6
2916,4
2917,6
2918,2
2919,0
2920,6
2921,2
2922,3
2923,6
2924,4
2925,0
2926,4
2927,9
2928,8
2929,1
2930,5
2931,6
2932,6
2933,1
2934,8
2935,5
2936,4
2937,6
2938,1
2939,6
2940,1
2941,5
2942,2
2943,7
2944,4
2945,6
2946,4
2947,9
2948,4
2949,5
2950,8
2951,7
2952,2
2953,1
2954,5
2955,0
2956,4
2957,4
2958,9
2959,7
2960,5
2961,5
2962,5
2963,4
2964,1
2965,0
2966,7
2967,4
2968,6
2969,0
2970,0
2971,9
2972,9
2973,6
2974,5
2975,2
2976,9
2977,6
2978,4
2979,8
2980,6
2981,4
2982,5
2983,7
2984,4
2985,8
2986,9
2987,6
2988,7
2989,7
2990,9
2991,8
2992,9
2993,3
2994,2
2995,7
2996,1
2997,2
